Entrée,partie du discours,Terme relié,partie du discours,relation
polluer,,contamination,,FRM
polluer,VV,contaminer,VV,QSYN
polluer,,contaminer,,FRM
polluer,VV,dépolluer,VV,ANTI
polluer,,eutrophisation,,FRM
polluer,VV,pollution,NN,DRV
pollueur,NN,polluant,NN,QSYN
pollution,NN,dépollution,NN,ANTI
pollution,NN,polluer,VV,DRV
population,NN,communauté,NN,QSYN
poussière,NN,particule,NN,QSYN
prédire,VV,dévoiler,VV,QSYN
prédire,VV,prédiction,NN,DRV
prédire,,prévision,,FRM
prédire,VV,prévoir,VV,QSYN
prédire,,prévoir,,FRM
préservation,NN,conservation,NN,QSYN
préservation,,conservation,,FRM
préservation,,conserver,,FRM
préservation,NN,préserver,VV,DRV
préservation,,préserver,,FRM
préservation,NN,protection,NN,QSYN
préserver,,conservation,,FRM
préserver,VV,conserver,VV,QSYN
préserver,,conserver,,FRM
préserver,VV,préservation,NN,DRV
préserver,,préservation,,FRM
préserver,VV,protéger,VV,QSYN
prévision,,prédire,,FRM
prévision,NN,prévoir,VV,DRV
prévision,,prévoir,,FRM
prévoir,VV,prédire,VV,QSYN
prévoir,,prédire,,FRM
prévoir,VV,prévision,NN,DRV
prévoir,,prévision,,FRM
produit,NN,bien,NN,QSYN
produit,NN,sous-produit,NN,HYP
propre,JJ,écologique,JJ,QSYN
propre,,écologique,,FRM
propre,JJ,environnemental,JJ,QSYN
propre,,environnemental,,FRM
propre,JJ,polluant,JJ,ANTI
propre,JJ,rationnel,JJ,QSYN
propre,JJ,vert,JJ,QSYN
propre,,vert,,FRM
propulser,VV,propulsion,NN,DRV
propulser,,propulsion,,FRM
propulsion,NN,propulser,VV,DRV
propulsion,,propulser,,FRM
protection,NN,conservation,NN,QSYN
protection,NN,préservation,NN,QSYN
protection,NN,protéger,VV,DRV
protection,,protéger,,FRM
protéger,VV,conserver,VV,QSYN
protéger,VV,préserver,VV,QSYN
protéger,,protection,,FRM
public,JJ,collectif,JJ,QSYN
puits,NN,réservoir,NN,HYP
rail,NN,infrastructure,NN,HYP
rail,NN,voie,NN,QSYN
ralentir,,accélération,,FRM
ralentir,VV,accélérer,VV,ANTI
ralentir,,accélérer,,FRM
ralentir,,aggraver,,FRM
ralentir,,amplification,,FRM
ralentir,,amplifier,,FRM
ralentir,,atténuation,,FRM
ralentir,,atténuer,,FRM
ralentir,,intensification,,FRM
ralentir,,intensifier,,FRM
ralentir,,limiter,,FRM
ralentir,VV,ralentissement,NN,DRV
ralentir,,ralentissement,,FRM
ralentir,,renforcer,,FRM
ralentissement,NN,accélération,NN,ANTI
ralentissement,,accélération,,FRM
ralentissement,,accélérer,,FRM
ralentissement,,aggraver,,FRM
ralentissement,,intensification,,FRM
ralentissement,,intensifier,,FRM
ralentissement,NN,ralentir,VV,DRV
ralentissement,,ralentir,,FRM
ramassage,NN,collecte,NN,QSYN
ramassage,,collecte,,FRM
ramassage,NN,ramasser,VV,DRV
ramassage,,ramasser,,FRM
ramasser,,collecte,,FRM
ramasser,VV,ramassage,NN,DRV
ramasser,,ramassage,,FRM
raréfaction,NN,appauvrissement,NN,QSYN
raréfaction,NN,diminution,NN,QSYN
raréfaction,,disparaître,,FRM
raréfaction,,disparition,,FRM
raréfaction,,épuisement,,FRM
raréfaction,,éteindre,,FRM
raréfaction,,extinction,,FRM
raréfaction,NN,pénurie,NN,QSYN
raréfaction,,pénurie,,FRM
raréfaction,NN,perte,NN,QSYN
raréfaction,,perte,,FRM
raréfaction,NN,raréfier,VV,DRV
raréfaction,,raréfier,,FRM
raréfier,VV,appauvrir,VV,QSYN
raréfier,,disparaître,,FRM
raréfier,,disparition,,FRM
raréfier,,épuisement,,FRM
raréfier,,éteindre,,FRM
raréfier,,extinction,,FRM
raréfier,,pénurie,,FRM
raréfier,,perte,,FRM
raréfier,VV,raréfaction,NN,DRV
raréfier,,raréfaction,,FRM
rationnel,JJ,durable,JJ,QSYN
rationnel,,durable,,FRM
rationnel,JJ,propre,JJ,QSYN
rayonnement,NN,radiation,NN,QSYN
reboisement,NN,boisement,NN,QSYN
reboisement,,boisement,,FRM
reboisement,,boiser,,FRM
reboisement,NN,déboisement,NN,ANTI
reboisement,NN,plantation,NN,QSYN
reboisement,NN,reboiser,VV,DRV
reboisement,,reboiser,,FRM
reboisement,NN,reforestation,NN,QSYN
reboisement,NN,régénération,NN,QSYN
reboiser,,boisement,,FRM
reboiser,VV,boiser,VV,QSYN
reboiser,,boiser,,FRM
reboiser,VV,planter,VV,QSYN
reboiser,VV,reboisement,NN,DRV
reboiser,,reboisement,,FRM
reboiser,VV,régénérer,VV,QSYN
recharge,NN,alimentation,NN,QSYN
recharge,,charge,,FRM
recharge,,charger,,FRM
recharge,NN,plein,NN,QSYN
recharge,,plein,,FRM
recharge,NN,recharger,VV,DRV
recharge,,recharger,,FRM
recharger,,charge,,FRM
recharger,VV,charger,VV,QSYN
recharger,,charger,,FRM
recharger,VV,décharger,VV,ANTI
recharger,,plein,,FRM
recharger,VV,recharge,NN,DRV
recharger,,recharge,,FRM
réchauffement,NN,changement,NN,QSYN
réchauffement,NN,réchauffer,VV,DRV
réchauffement,,réchauffer,,FRM
réchauffement,,refroidir,,FRM
réchauffement,NN,refroidissement,NN,ANTI
réchauffement,,refroidissement,,FRM
réchauffer,VV,changer,VV,QSYN
réchauffer,VV,réchauffement,NN,DRV
réchauffer,,réchauffement,,FRM
réchauffer,VV,refroidir,VV,ANTI
réchauffer,,refroidir,,FRM
réchauffer,,refroidissement,,FRM
recul,NN,dégel,NN,QSYN
recul,,éroder,,FRM
recul,,érosion,,FRM
recul,NN,fonte,NN,QSYN
recul,NN,reculer,VV,DRV
recul,,reculer,,FRM
reculer,,éroder,,FRM
reculer,,érosion,,FRM
reculer,VV,fondre,VV,QSYN
reculer,VV,recul,NN,DRV
reculer,,recul,,FRM
récupération,NN,élimination,NN,ANTI
récupération,NN,récupérer,VV,DRV
récupération,,récupérer,,FRM
récupération,,valorisation,,FRM
récupération,,valoriser,,FRM
récupérer,VV,éliminer,VV,ANTI
récupérer,VV,récupération,NN,DRV
récupérer,,récupération,,FRM
récupérer,VV,réutiliser,VV,QSYN
récupérer,,valorisation,,FRM
récupérer,VV,valoriser,VV,QSYN
récupérer,,valoriser,,FRM
recyclable,JJ,jetable,JJ,ANTI
recyclage,NN,récupération,NN,QSYN
recyclage,NN,recycler,VV,DRV
recyclage,,recycler,,FRM
recyclage,NN,réemploi,NN,QSYN
recyclage,NN,valorisation,NN,QSYN
recycler,VV,éliminer,VV,ANTI
recycler,VV,jeter,VV,ANTI
recycler,VV,récupérer,VV,QSYN
recycler,VV,recyclage,NN,DRV
recycler,,recyclage,,FRM
recycler,VV,réutiliser,VV,QSYN
recycler,VV,valoriser,VV,QSYN
réduction,,abaisser,,FRM
réduction,,augmentation,,FRM
réduction,,augmenter,,FRM
réduction,,diminuer,,FRM
réduction,NN,diminution,NN,QSYN
réduction,NN,réduire,VV,DRV
réduction,,réduire,,FRM
réduire,,abaisser,,FRM
réduire,,augmentation,,FRM
réduire,,augmenter,,FRM
réduire,VV,diminuer,VV,QSYN
réduire,,diminuer,,FRM
réduire,VV,limiter,VV,QSYN
réduire,VV,réduction,NN,DRV
réduire,,réduction,,FRM
réemploi,NN,recyclage,NN,QSYN
réemploi,NN,réutilisation,NN,QSYN
réemploi,,réutilisation,,FRM
réemploi,,réutiliser,,FRM
réemploi,NN,valorisation,NN,QSYN
réfléchir,VV,absorber,VV,ANTI
refroidir,VV,changer,VV,QSYN
refroidir,,réchauffement,,FRM
refroidir,VV,réchauffer,VV,ANTI
refroidir,,réchauffer,,FRM
refroidir,VV,refroidissement,NN,DRV
refroidir,,refroidissement,,FRM
refroidissement,NN,changement,NN,QSYN
refroidissement,NN,réchauffement,NN,ANTI
refroidissement,,réchauffement,,FRM
refroidissement,,réchauffer,,FRM
refroidissement,NN,refroidir,VV,DRV
refroidissement,,refroidir,,FRM
régénération,NN,reboisement,NN,QSYN
régénération,NN,régénérer,VV,DRV
régénérer,VV,reboiser,VV,QSYN
régénérer,VV,régénération,NN,DRV
région,NN,pays,NN,QSYN
région,NN,régional,JJ,DRV
région,NN,zone,NN,QSYN
régional,JJ,global,JJ,ANTI
régional,JJ,local,JJ,QSYN
régional,JJ,mondial,JJ,ANTI
régional,JJ,planétaire,JJ,ANTI
renforcer,,accélérer,,FRM
renforcer,,aggraver,,FRM
renforcer,,amplification,,FRM
renforcer,,amplifier,,FRM
renforcer,,atténuation,,FRM
renforcer,VV,atténuer,VV,ANTI
renforcer,,atténuer,,FRM
renforcer,VV,diminuer,VV,ANTI
renforcer,,intensifier,,FRM
renforcer,,limiter,,FRM
renforcer,,ralentir,,FRM
renouvelable,JJ,fossile,JJ,ANTI
renouvelable,JJ,inépuisable,JJ,QSYN
répercussion,,affecter,,FRM
répercussion,NN,conséquence,NN,QSYN
répercussion,NN,effet,NN,QSYN
répercussion,,effet,,FRM
répercussion,NN,empreinte,NN,QSYN
répercussion,NN,impact,NN,QSYN
répercussion,,impact,,FRM
répercussion,NN,incidence,NN,QSYN
répercussion,,incidence,,FRM
répercussion,NN,influence,NN,QSYN
répercussion,,influence,,FRM
répercussion,,influencer,,FRM
répercussion,,influer,,FRM
répercussion,NN,rétroaction,NN,QSYN
reproduire,,modélisation,,FRM
reproduire,,modéliser,,FRM
reproduire,,simulation,,FRM
reproduire,VV,simuler,VV,QSYN
reproduire,,simuler,,FRM
réserve,NN,gisement,NN,QSYN
réservoir,NN,barrage,NN,QSYN
ressource,NN,richesse,NN,QSYN
rétroaction,NN,effet,NN,QSYN
rétroaction,NN,impact,NN,QSYN
rétroaction,NN,répercussion,NN,QSYN
réutilisable,JJ,jetable,JJ,ANTI
réutilisable,JJ,recyclable,JJ,QSYN
réutilisation,NN,recyclage,NN,QSYN
réutilisation,NN,réemploi,NN,QSYN
réutilisation,,réemploi,,FRM
réutilisation,NN,réutiliser,VV,DRV
réutilisation,,réutiliser,,FRM
réutilisation,NN,valorisation,NN,QSYN
réutiliser,VV,récupérer,VV,QSYN
réutiliser,VV,recycler,VV,QSYN
réutiliser,,réemploi,,FRM
réutiliser,VV,réutilisation,NN,DRV
réutiliser,,réutilisation,,FRM
réutiliser,VV,valoriser,VV,QSYN
route,NN,autoroute,NN,HYP
route,NN,infrastructure,NN,HYP
route,NN,routier,JJ,DRV
routier,JJ,ferroviaire,JJ,QSYN
routier,JJ,route,NN,DRV
saisonnier,JJ,saison,NN,DRV
salinité,NN,salin,JJ,DRV
scénario,NN,modèle,NN,QSYN
scénario,,modèle,,FRM
scénario,NN,simulation,NN,QSYN
sécheresse,NN,dégradation,NN,QSYN
sécheresse,NN,désertification,NN,QSYN
sécheresse,NN,érosion,NN,QSYN
sécheresse,NN,inondation,NN,ANTI
sécheresse,NN,phénomène,NN,HYP
sédiment,NN,sédimentaire,JJ,DRV
séisme,NN,catastrophe,NN,HYP
séisme,NN,événement,NN,HYP
séisme,NN,phénomène,NN,HYP
séisme,NN,sismique,JJ,DRV
séisme,NN,tempête,NN,QSYN
séisme,NN,tsunami,NN,QSYN
sensibilité,NN,sensible,JJ,DRV
sensibilité,NN,vulnérabilité,NN,QSYN
sensible,JJ,fragile,JJ,QSYN
sensible,JJ,vulnérable,JJ,QSYN
sensible,,vulnérable,,FRM
séquestration,NN,capture,NN,QSYN
séquestration,NN,fixation,NN,QSYN
séquestration,NN,piégeage,NN,QSYN
séquestration,NN,séquestrer,VV,DRV
séquestration,NN,stockage,NN,QSYN
simulation,,modélisation,,FRM
simulation,,modéliser,,FRM
simulation,,reproduire,,FRM
simulation,NN,simuler,VV,DRV
simulation,,simuler,,FRM
simuler,,modélisation,,FRM
simuler,VV,modéliser,VV,QSYN
simuler,,modéliser,,FRM
simuler,VV,reproduire,VV,QSYN
simuler,,reproduire,,FRM
simuler,VV,simulation,NN,DRV
simuler,,simulation,,FRM
sol,NN,sous-sol,NN,QSYN
solaire,JJ,thermique,JJ,QSYN
soufre,NN,gaz,NN,HYP
sous-sol,NN,sol,NN,QSYN
stabilisation,,équilibrer,,FRM
stabilisation,NN,stabiliser,VV,DRV
stabilisation,,stabiliser,,FRM
stabiliser,VV,déstabiliser,VV,ANTI
stabiliser,,équilibrer,,FRM
stabiliser,VV,perturber,VV,ANTI
stabiliser,VV,stabilisation,NN,DRV
stabiliser,,stabilisation,,FRM
stable,JJ,variable,JJ,ANTI
station,NN,borne,NN,QSYN
station,NN,infrastructure,NN,HYP
stationnement,NN,arrêt,NN,QSYN
stationnement,NN,infrastructure,NN,HYP
stationnement,NN,parking,NN,QSYN
stockage,NN,capture,NN,QSYN
stockage,NN,charge,NN,QSYN
stockage,NN,piégeage,NN,QSYN
stockage,NN,séquestration,NN,QSYN
stockage,NN,stocker,VV,DRV
stockage,,stocker,,FRM
stocker,VV,capturer,VV,QSYN
stocker,VV,charger,VV,QSYN
stocker,VV,emmagasiner,VV,QSYN
stocker,VV,piéger,VV,QSYN
stocker,VV,stockage,NN,DRV
stocker,,stockage,,FRM
stratosphère,NN,stratosphérique,JJ,DRV
stratosphère,NN,troposphère,NN,QSYN
stratosphérique,JJ,atmosphérique,JJ,QSYN
stratosphérique,JJ,stratosphère,NN,DRV
stress,NN,perturbation,NN,QSYN
substance,NN,matière,NN,QSYN
surconsommation,NN,consommation,NN,QSYN
surconsommation,NN,gaspillage,NN,QSYN
surexploitation,,consommation,,FRM
surexploitation,,consommer,,FRM
surexploitation,NN,exploitation,NN,QSYN
surexploitation,,exploitation,,FRM
surexploitation,,exploiter,,FRM
surexploitation,NN,surexploiter,VV,DRV
surexploitation,,surexploiter,,FRM
surexploiter,,consommation,,FRM
surexploiter,,consommer,,FRM
surexploiter,,exploitation,,FRM
surexploiter,VV,exploiter,VV,QSYN
surexploiter,,exploiter,,FRM
surexploiter,VV,surexploitation,NN,DRV
surexploiter,,surexploitation,,FRM
température,,froid,,FRM
tempête,NN,cyclone,NN,QSYN
tempête,,cyclone,,FRM
tempête,,orage,,FRM
tempête,NN,ouragan,NN,QSYN
tempête,,ouragan,,FRM
tempête,NN,séisme,NN,QSYN
tempête,NN,tornade,NN,HYP
tempête,,tornade,,FRM
tempête,,tsunami,,FRM
terre,NN,atmosphère,NN,ANTI
terre,NN,eau,NN,ANTI
terre,NN,écosystème,NN,HYP
terre,NN,globe,NN,QSYN
terre,NN,mer,NN,ANTI
terre,NN,monde,NN,QSYN
terre,NN,planète,NN,HYP
terre,NN,soleil,NN,ANTI
terre,NN,terrestre,JJ,DRV
terrestre,JJ,aquatique,JJ,ANTI
terrestre,JJ,lacustre,JJ,ANTI
terrestre,JJ,marin,JJ,ANTI
terrestre,JJ,terre,NN,DRV
thermique,JJ,marin,JJ,QSYN
thermique,JJ,solaire,JJ,QSYN
tornade,NN,catastrophe,NN,HYP
tornade,NN,cyclone,NN,QSYN
tornade,,cyclone,,FRM
tornade,NN,événement,NN,HYP
tornade,NN,orage,NN,QSYN
tornade,,orage,,FRM
tornade,NN,ouragan,NN,QSYN
tornade,,ouragan,,FRM
tornade,NN,tempête,NN,HYP
tornade,,tempête,,FRM
tornade,,tsunami,,FRM
toundra,NN,biome,NN,HYP
toundra,NN,écosystème,NN,HYP
tourbeux,JJ,humide,JJ,QSYN
tourbière,NN,marais,NN,QSYN
tourbière,NN,marécage,NN,QSYN
tourbière,NN,milieu,NN,HYP
toxique,JJ,nocif,JJ,QSYN
toxique,JJ,polluant,JJ,QSYN
train,NN,autobus,NN,QSYN
train,NN,métro,NN,QSYN
train,NN,tgv,NN,HYP
train,NN,tramway,NN,QSYN
traitement,NN,conditionnement,NN,QSYN
traitement,,conditionnement,,FRM
traitement,NN,traiter,VV,DRV
traitement,,traiter,,FRM
traiter,,conditionnement,,FRM
traiter,VV,conditionner,VV,QSYN
traiter,VV,traitement,NN,DRV
traiter,,traitement,,FRM
trajet,NN,déplacement,NN,QSYN
trajet,,déplacement,,FRM
trajet,,déplacer,,FRM
trajet,NN,distance,NN,QSYN
trajet,NN,itinéraire,NN,QSYN
trajet,NN,ligne,NN,QSYN
trajet,NN,parcours,NN,QSYN
trajet,NN,voyage,NN,QSYN
trajet,,voyage,,FRM
tramway,NN,autobus,NN,QSYN
tramway,NN,métro,NN,QSYN
tramway,NN,train,NN,QSYN
tramway,NN,véhicule,NN,HYP
transformation,NN,conversion,NN,QSYN
transformation,,conversion,,FRM
transformation,,convertir,,FRM
transformation,NN,traitement,NN,QSYN
transformation,NN,transformer,VV,DRV
transformation,,transformer,,FRM
transformer,,compostage,,FRM
transformer,,composter,,FRM
transformer,,conversion,,FRM
transformer,VV,convertir,VV,QSYN
transformer,,convertir,,FRM
transformer,VV,traiter,VV,QSYN
transformer,VV,transformation,NN,DRV
transformer,,transformation,,FRM
transport,NN,déplacement,NN,ANTI
transport,,transporter,,FRM
transporter,VV,déplacer,VV,ANTI
transporter,VV,transport,NN,DRV
transporter,,transport,,FRM
tri,NN,trier,VV,DRV
tri,,trier,,FRM
trier,VV,tri,NN,DRV
trier,,tri,,FRM
tropical,JJ,subtropical,JJ,QSYN
troposphère,NN,stratosphère,NN,QSYN
tsunami,NN,catastrophe,NN,HYP
tsunami,,cyclone,,FRM
tsunami,NN,événement,NN,HYP
tsunami,,orage,,FRM
tsunami,,ouragan,,FRM
tsunami,NN,phénomène,NN,HYP
tsunami,NN,séisme,NN,QSYN
tsunami,,tempête,,FRM
tsunami,,tornade,,FRM
urbain,JJ,rural,JJ,ANTI
urbain,JJ,ville,NN,DRV
urbanisation,NN,développement,NN,QSYN
urbanisation,,développer,,FRM
urbanisation,NN,industrialisation,NN,QSYN
urbanisation,,industrialisation,,FRM
urbanisation,NN,urbaniser,VV,DRV
utilitaire,NN,véhicule,NN,HYP
vague,NN,houle,NN,QSYN
valorisation,NN,récupération,NN,QSYN
valorisation,,récupération,,FRM
valorisation,,récupérer,,FRM
valorisation,NN,recyclage,NN,QSYN
valorisation,NN,réemploi,NN,QSYN
valorisation,NN,réutilisation,NN,QSYN
valorisation,NN,valoriser,VV,DRV
valorisation,,valoriser,,FRM
valoriser,,récupération,,FRM
valoriser,VV,récupérer,VV,QSYN
valoriser,,récupérer,,FRM
valoriser,VV,recycler,VV,QSYN
valoriser,VV,réutiliser,VV,QSYN
valoriser,VV,valorisation,NN,DRV
valoriser,,valorisation,,FRM
variabilité,NN,changement,NN,QSYN
variable,JJ,stable,JJ,ANTI
variable,JJ,variabilité,NN,DRV
variation,NN,changement,NN,QSYN
variation,,changement,,FRM
variation,,changer,,FRM
variation,NN,dérèglement,NN,QSYN
variation,,évoluer,,FRM
variation,NN,fluctuation,NN,QSYN
variation,,fluctuation,,FRM
variation,,modification,,FRM
variation,,modifier,,FRM
variation,NN,varier,VV,DRV
variation,,varier,,FRM
varier,,changement,,FRM
varier,VV,changer,VV,QSYN
varier,,changer,,FRM
varier,,évoluer,,FRM
varier,,fluctuation,,FRM
varier,,modification,,FRM
varier,,modifier,,FRM
varier,VV,variation,NN,DRV
varier,,variation,,FRM
végétal,JJ,animal,JJ,ANTI
végétal,NN,arbre,NN,HYP
végétal,NN,plante,NN,HYP
végétation,NN,flore,NN,QSYN
véhicule,NN,autobus,NN,HYP
véhicule,NN,automobile,NN,HYP
véhicule,NN,camion,NN,HYP
véhicule,NN,moto,NN,HYP
véhicule,NN,navette,NN,HYP
véhicule,NN,train,NN,HYP
véhicule,NN,tramway,NN,HYP
véhicule,NN,utilitaire,NN,HYP
véhicule,NN,voiture,NN,HYP
vent,NN,éolien,JJ,DRV
verre,NN,matière,NN,HYP
verre,NN,papier,NN,QSYN
verre,NN,plastique,NN,QSYN
vert,JJ,écologique,JJ,QSYN
vert,,écologique,,FRM
vert,JJ,environnemental,JJ,QSYN
vert,,environnemental,,FRM
vert,JJ,polluant,JJ,ANTI
vert,JJ,propre,JJ,QSYN
vert,,propre,,FRM
vie,NN,vivant,NN,QSYN
violent,,extrême,,FRM
violent,JJ,grave,JJ,QSYN
violent,JJ,intense,JJ,QSYN
violent,,intense,,FRM
violent,,intensité,,FRM
violent,JJ,violence,NN,DRV
voie,NN,infrastructure,NN,HYP
voie,NN,rail,NN,QSYN
voiture,NN,automobile,NN,QSYN
voiture,NN,véhicule,NN,HYP
volcan,NN,volcanique,JJ,DRV
volcanique,JJ,volcan,NN,DRV
voyage,NN,déplacement,NN,QSYN
voyage,,déplacement,,FRM
voyage,,déplacer,,FRM
voyage,NN,parcours,NN,QSYN
voyage,NN,trajet,NN,QSYN
voyage,,trajet,,FRM
voyage,NN,voyager,VV,DRV
voyager,VV,déplacer,VV,QSYN
voyager,VV,voyage,NN,DRV
voyageur,NN,utilisateur,NN,QSYN
vulnérabilité,NN,sensibilité,NN,QSYN
vulnérabilité,NN,vulnérable,JJ,DRV
vulnérable,JJ,fragile,JJ,QSYN
vulnérable,JJ,sensible,JJ,QSYN
vulnérable,,sensible,,FRM
vulnérable,JJ,vulnérabilité,NN,DRV
zone,NN,milieu,NN,QSYN
zone,NN,région,NN,QSYN
